"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/03/2015","AQS","010030010","1","6.8","ug/m3 LC","28","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"01/06/2015","AQS","010030010","1","11.5","ug/m3 LC","48","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"01/09/2015","AQS","010030010","1","13.8","ug/m3 LC","55","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"01/12/2015","AQS","010030010","1","9.8","ug/m3 LC","41","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"01/15/2015","AQS","010030010","1","6.3","ug/m3 LC","26","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"01/18/2015","AQS","010030010","1","7","ug/m3 LC","29","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"01/21/2015","AQS","010030010","1","16.7","ug/m3 LC","61","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"01/24/2015","AQS","010030010","1","6.6","ug/m3 LC","28","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"01/27/2015","AQS","010030010","1","6.8","ug/m3 LC","28","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"01/30/2015","AQS","010030010","1","8.3","ug/m3 LC","35","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"02/02/2015","AQS","010030010","1","4.6","ug/m3 LC","19","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"02/05/2015","AQS","010030010","1","8.3","ug/m3 LC","35","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"02/08/2015","AQS","010030010","1","6.5","ug/m3 LC","27","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"02/11/2015","AQS","010030010","1","18","ug/m3 LC","63","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"02/14/2015","AQS","010030010","1","15.9","ug/m3 LC","59","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"02/17/2015","AQS","010030010","1","6.3","ug/m3 LC","26","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"02/20/2015","AQS","010030010","1","8","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"02/23/2015","AQS","010030010","1","9.7","ug/m3 LC","40","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"02/26/2015","AQS","010030010","1","5.9","ug/m3 LC","25","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"03/01/2015","AQS","010030010","1","10","ug/m3 LC","42","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"03/04/2015","AQS","010030010","1","7.1","ug/m3 LC","30","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"03/07/2015","AQS","010030010","1","7.8","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"03/10/2015","AQS","010030010","1","5.6","ug/m3 LC","23","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"03/13/2015","AQS","010030010","1","5.5","ug/m3 LC","23","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"03/16/2015","AQS","010030010","1","6.7","ug/m3 LC","28","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"03/22/2015","AQS","010030010","1","9.6","ug/m3 LC","40","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"03/25/2015","AQS","010030010","1","6","ug/m3 LC","25","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"03/28/2015","AQS","010030010","1","7.3","ug/m3 LC","30","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/03/2015","AQS","010030010","1","7.5","ug/m3 LC","31","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/06/2015","AQS","010030010","1","8.3","ug/m3 LC","35","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/09/2015","AQS","010030010","1","6.3","ug/m3 LC","26","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/12/2015","AQS","010030010","1","6.1","ug/m3 LC","25","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/15/2015","AQS","010030010","1","4.3","ug/m3 LC","18","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/18/2015","AQS","010030010","1","5.1","ug/m3 LC","21","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/21/2015","AQS","010030010","1","5.9","ug/m3 LC","25","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/24/2015","AQS","010030010","1","13.5","ug/m3 LC","54","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/27/2015","AQS","010030010","1","8.3","ug/m3 LC","35","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/30/2015","AQS","010030010","1","9.7","ug/m3 LC","40","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/03/2015","AQS","010030010","1","8.9","ug/m3 LC","37","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/06/2015","AQS","010030010","1","7","ug/m3 LC","29","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/09/2015","AQS","010030010","1","8.4","ug/m3 LC","35","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/12/2015","AQS","010030010","1","22.4","ug/m3 LC","73","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/15/2015","AQS","010030010","1","8.8","ug/m3 LC","37","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/18/2015","AQS","010030010","1","5.4","ug/m3 LC","23","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/21/2015","AQS","010030010","1","9.3","ug/m3 LC","39","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/24/2015","AQS","010030010","1","10.6","ug/m3 LC","44","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/27/2015","AQS","010030010","1","5.5","ug/m3 LC","23","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/30/2015","AQS","010030010","1","7.5","ug/m3 LC","31","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/01/2015","AQS","010030010","1","6.4","ug/m3 LC","27","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/05/2015","AQS","010030010","1","11.1","ug/m3 LC","46","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/08/2015","AQS","010030010","1","6","ug/m3 LC","25","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/11/2015","AQS","010030010","1","3.4","ug/m3 LC","14","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/14/2015","AQS","010030010","1","8.5","ug/m3 LC","35","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/17/2015","AQS","010030010","1","6.8","ug/m3 LC","28","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/20/2015","AQS","010030010","1","17.6","ug/m3 LC","63","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/23/2015","AQS","010030010","1","22.3","ug/m3 LC","72","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/26/2015","AQS","010030010","1","11","ug/m3 LC","46","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/29/2015","AQS","010030010","1","10.1","ug/m3 LC","42","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/02/2015","AQS","010030010","1","14.3","ug/m3 LC","56","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/05/2015","AQS","010030010","1","7.3","ug/m3 LC","30","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/08/2015","AQS","010030010","1","12","ug/m3 LC","50","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/11/2015","AQS","010030010","1","14.5","ug/m3 LC","56","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/14/2015","AQS","010030010","1","13","ug/m3 LC","53","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/20/2015","AQS","010030010","1","9.5","ug/m3 LC","40","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/23/2015","AQS","010030010","1","13.7","ug/m3 LC","54","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/26/2015","AQS","010030010","1","9.8","ug/m3 LC","41","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/29/2015","AQS","010030010","1","14.4","ug/m3 LC","56","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/01/2015","AQS","010030010","1","10.8","ug/m3 LC","45","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/04/2015","AQS","010030010","1","13","ug/m3 LC","53","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/07/2015","AQS","010030010","1","11.6","ug/m3 LC","48","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/10/2015","AQS","010030010","1","10.6","ug/m3 LC","44","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/13/2015","AQS","010030010","1","11.2","ug/m3 LC","47","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/16/2015","AQS","010030010","1","3.5","ug/m3 LC","15","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/19/2015","AQS","010030010","1","5.1","ug/m3 LC","21","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/22/2015","AQS","010030010","1","5.3","ug/m3 LC","22","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/25/2015","AQS","010030010","1","11.2","ug/m3 LC","47","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/28/2015","AQS","010030010","1","11.6","ug/m3 LC","48","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"08/31/2015","AQS","010030010","1","9.4","ug/m3 LC","39","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/03/2015","AQS","010030010","1","6.2","ug/m3 LC","26","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/06/2015","AQS","010030010","1","9.8","ug/m3 LC","41","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/09/2015","AQS","010030010","1","8.2","ug/m3 LC","34","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/12/2015","AQS","010030010","1","7.5","ug/m3 LC","31","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/15/2015","AQS","010030010","1","8.1","ug/m3 LC","34","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/18/2015","AQS","010030010","1","7.1","ug/m3 LC","30","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/21/2015","AQS","010030010","1","9.7","ug/m3 LC","40","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/24/2015","AQS","010030010","1","7.1","ug/m3 LC","30","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/27/2015","AQS","010030010","1","5","ug/m3 LC","21","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"09/30/2015","AQS","010030010","1","10.3","ug/m3 LC","43","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/03/2015","AQS","010030010","1","5.1","ug/m3 LC","21","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/06/2015","AQS","010030010","1","5","ug/m3 LC","21","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/09/2015","AQS","010030010","1","10.4","ug/m3 LC","43","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/12/2015","AQS","010030010","1","11.1","ug/m3 LC","46","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/15/2015","AQS","010030010","1","15.8","ug/m3 LC","59","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/18/2015","AQS","010030010","1","5.6","ug/m3 LC","23","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/21/2015","AQS","010030010","1","5.3","ug/m3 LC","22","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/24/2015","AQS","010030010","1","4.9","ug/m3 LC","20","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/27/2015","AQS","010030010","1","2.9","ug/m3 LC","12","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"10/30/2015","AQS","010030010","1","12.1","ug/m3 LC","51","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"11/02/2015","AQS","010030010","1","4.3","ug/m3 LC","18","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"11/05/2015","AQS","010030010","1","7.5","ug/m3 LC","31","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"11/11/2015","AQS","010030010","1","6.9","ug/m3 LC","29","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"11/14/2015","AQS","010030010","1","5.4","ug/m3 LC","23","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"11/17/2015","AQS","010030010","1","7.8","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"11/20/2015","AQS","010030010","1","5.6","ug/m3 LC","23","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"12/02/2015","AQS","010030010","1","3.3","ug/m3 LC","14","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"12/05/2015","AQS","010030010","1","9.8","ug/m3 LC","41","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"12/08/2015","AQS","010030010","1","12.6","ug/m3 LC","52","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"12/11/2015","AQS","010030010","1","4.3","ug/m3 LC","18","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"12/14/2015","AQS","010030010","1","2.9","ug/m3 LC","12","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"12/17/2015","AQS","010030010","1","5.2","ug/m3 LC","22","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"12/20/2015","AQS","010030010","1","5.6","ug/m3 LC","23","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"12/23/2015","AQS","010030010","1","6.9","ug/m3 LC","29","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"12/26/2015","AQS","010030010","1","7","ug/m3 LC","29","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
